order_id,customer_id,product_id,distance,product_rating,date,review,time_taken,place_id,product,product_description,product_type,place_type,place_name,place_address,place_phone_no
559,208,1304,19.66,4,30-6-22,1,28,4,Yam Porridge with Plantains,This is simply yam porridge with ripe plantain added for a sweet note. It is another one-pot meal with incredible taste. This version is flavored with seasonings and garnished with spinach with dry fish stirred to deepen the native flavor.,meal,restaurant,All Seasons Restaurants,"Plot 867A, Bishop Aboyade Cole Street, Victoria Island, Lagos, Nigeria",01 262 3135
560,853,2598,1.46,5,21-11-22,1,18,11,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,restaurant,Burgy's Fast Food & Restaurant,"72 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 6496
561,552,1943,2.12,5,20-2-22,1,25,40,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,restaurant,Home Restaurant & Bar,"81 Ogudu G.R.A, Ojota, Lagos, Nigeria",0802 346 5491
562,629,901,17.69,5,10-7-22,1,33,71,Vegetable Juices,"The best veggies for juicing are kale, beets, cucumber, carrots, spinach, tomatoes, etc. ",drink,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
563,567,3622,14.13,5,24-9-22,1,34,83,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
564,658,2179,28.54,4,17-7-22,1,35,53,African Masa,"African masa is a delicious traditional Nigerian recipe is delicious and easy to cook. It is a rice pudding with a mix of yeast, baking soda, sugar, and salt. It is fluffy and tender for kids and adults.",meal,restaurant,Manna's Restaurant,"Western House, 8/10 Broad Street, Lagos Island, Lagos, Nigeria",0802 312 3698
565,709,214,29.9,3,9-2-22,0,46,17,Kunun zaki,"It is made by first allowing the grain seeds to germinate, and then the seeds are soaked in water for a few days after which it is blended together with sweet potatoes and ginger or pepper to form a smooth paste.",drink,restaurant,Chicken Cooking Family Restaurant,"10 Kofo Abayomi Street, Victoria Island, Lagos, Nigeria",01 262 2225
566,832,1555,44.29,3,29-6-22,0,67,18,Catfish Stew,The awesomeness of fresh catfish stew is indescribable; you must taste it to understand the tone deeply flavored stew. It is made of fresh catfish cooked in a bowl of pepper mix and seasoned to perfection. A Simple but elegant stew everyone should taste.,meal,restaurant,Chief Delight Restaurant,"14 Bornu Crescent, Apapa, Lagos State, Nigeria",+234 1 5872413
567,339,3734,22.96,5,4-5-22,1,44,89,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
568,338,2384,17.72,5,11-4-22,1,24,65,Okro Pepper Soup,"Okro pepper soup combines okro, pepper, palm oil, and protein made in one pot. It is a unique, slimy, and viscous soup served with swallows like eba and amala. You can switch the taste and make another version of Okro Soup with spinach.",meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
569,293,959,41.11,2,16-1-22,-1,68,74,Vegetable Juices,"The best veggies for juicing are kale, beets, cucumber, carrots, spinach, tomatoes, etc. ",drink,cafes,Godaïf Village,"Casa Asmarina, 26B Turnbull Rd, Ikoyi, Lagos, Nigeria",
570,168,1836,19.71,4,2-8-22,1,28,34,Nigerian Egg Rolls,This filling snack features a boiled egg wrapped in a mass of flour dough and fried to form a ball-like shape. It is one of the street foods in Nigeria that gives you the satisfaction you want. Serve with cold juice at brunch or tea for breakfast.,meal,restaurant,Enjoyurmouth.com,"Lekki Ajah, Lagos, Lagos State Nigeria",088034310244
571,412,1691,27.69,5,19-2-22,1,34,26,Fried plantains,"Also known as dodo in Yoruba dialect. The sweet and soft brown crusty dodo caramelizes in your mouth, and you surely want more. It is so addictive that you can finish it even before frying the batches because of its sweet, savory taste. You can pair this amazing side dish with white rice, jollof rice, stewed beans, and couscous.",meal,restaurant,Cuisine Africana Restaurant,"54 Shomade Crescent, Surulere, Lagos, Nigeria",01 585 2005
572,702,3673,6.72,4,15-8-22,1,20,86,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,cafes,Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos, Nigeria",
573,883,1391,42.33,3,2-1-22,0,66,8,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,restaurant,Ayus Restaurant And Bar,"2 Ibiyinka Olorunimbe Close, Victoria Island, Lagos, Nigeria","0703 381 4662, 0803 316 2543"
574,70,3687,43.63,2,10-12-22,-1,45,86,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos, Nigeria",
575,664,2826,8.27,5,6-11-22,1,16,28,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,restaurant,Del Pizza Restaurant and Take Away,"65 Okesuna Street, Lafiaji, Lagos, Nigeria",01 260 2487
576,401,2086,19.55,2,1-12-22,-1,35,48,Jollof Spaghetti,"This is not a regular everyday spaghetti that you eat with ready-made stew. It is a one-pot stewed spaghetti recipe made with aromatics, vegetable oil, and pepper. You can stir your choice of protein and eat it for lunch or dinner.",meal,restaurant,Les Amis Restaurant,"160 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 0697
577,529,1040,27.14,4,25-11-22,1,45,79,Soya Milk,"Soya Milk is a refreshing nutritious drink made from plant protein. It made from soya beans, and is also very delicious. Soy milk is rich in sodium, potassium, calcium and iron.",drink,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
578,30,1761,5.72,2,17-2-22,-1,13,30, Moin/Moi Moi,"A traditional food made from beans, peppers, spices, and seasonings. This inexpensive and nutritious meal can be served any time of the day. Asides from the special note it adds as a side dish, it is common street food in Nigeria that s loved by adults and kids.",meal,restaurant,Double Four Restaurant & Eatery,"2A, Saka Jojo Street, Victoria Island, Lagos, Nigeria",0709 800 7317
579,645,3673,13.28,5,17-11-22,1,34,86,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,cafes,Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos, Nigeria",
580,865,758,6.99,5,21-11-22,1,28,61,Vegetable Juices,"The best veggies for juicing are kale, beets, cucumber, carrots, spinach, tomatoes, etc. ",drink,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
581,575,1611,28.7,1,15-10-22,-1,41,21,Pounded Yam,"We call this the king of swallows. It is made from African yam pounded till perfectly smooth and served like a dough. Pounded yam is paired with African soups like egusi, okro soup, and stewed spinach.",meal,restaurant,Chinaville Chinese Restaurant,"9B, Abagbon Close, Off Ologun Agbaje Street, Victoria Island, Lagos, Nigeria","0802 314 1561, 0802 314 1560"
582,795,3341,25.15,1,18-3-22,-1,44,67,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
583,660,1354,20.81,3,15-12-22,0,42,6,Native Jollof Rice,"While the regular Jollof is made with groundnut oil, our native jollof is made with palm oil. The rice is cooked with pepper, spices, seasoning, and hearty protein. You can enjoy the one-pot comfort meal anytime in the day.",meal,restaurant,Appetizers Restaurant,"66 Ijaiye Road, Suite 33, Assembly Spot Complex, Ikeja, Lagos, Nigeria",0803 727 7483
584,450,1933,10.65,2,4-5-22,-1,19,39,Yam Pottage/Yam Porridge,"This yam recipe uses puna yam boiled and mashed with pepper mix blend, onions, seasoning, and palm oil. It has a bright color with an amazing taste. Garnish it with any leafy vegetable and serve it with the protein of your choice.",meal,restaurant,Home Cooking Restaurant,"38A, Awolowo Road, Ikoyi, Lagos, Nigeria","01 473 5320, 01 262 2559"
585,220,1040,17.88,3,31-12-22,0,35,79,Soya Milk,"Soya Milk is a refreshing nutritious drink made from plant protein. It made from soya beans, and is also very delicious. Soy milk is rich in sodium, potassium, calcium and iron.",drink,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
586,759,3351,5.75,4,30-1-22,1,26,67,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
587,217,1377,24.64,3,15-1-22,0,29,8,The Classic Nigerian Salad,Are you looking for a quick and tasty salad recipe? This salad recipe is a great choice. It is a versatile recipe you can serve as an appetizer and main dish. It is a colorful bowl of nutritious and filling vegetables.,meal,restaurant,Ayus Restaurant And Bar,"2 Ibiyinka Olorunimbe Close, Victoria Island, Lagos, Nigeria","0703 381 4662, 0803 316 2543"
588,535,3421,28.19,2,3-1-22,-1,55,72,Spicy Puff Puff,"This is for spicy food lovers. This version is an alternative to the sweet puff puff recipe. It is not so sweet because of its low sugar but spicy, soft, and savory.",snacks,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
589,789,1556,14.06,2,2-7-22,-1,33,18,Ata Lilo (Starter Sauce,"Ata lilo is a blended mix of bell peppers, habanero, tomatoes, chili pepper, onions, and vegetable oil. It is a base recipe for most stews and soups. You can always make it ahead to make other food preparation faster.",meal,restaurant,Chief Delight Restaurant,"14 Bornu Crescent, Apapa, Lagos State, Nigeria",+234 1 5872413
590,169,2726,43.15,2,26-2-22,-1,56,21,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,restaurant,Chinaville Chinese Restaurant,"9B, Abagbon Close, Off Ologun Agbaje Street, Victoria Island, Lagos, Nigeria","0802 314 1561, 0802 314 1560"
591,595,2865,45.22,3,25-11-22,0,49,31,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,restaurant,Eat It All,"46, Bode Thomas Street, Ikeja, Lagos, Nigeria",0803 049 1095
592,948,885,20.04,1,30-10-22,-1,43,70,Zobo,"Zobo is made by boiling the hibiscus plant flower in water together with other ingredients such as ginger, garlic, pineapple and the rest of them you wish to add to your own taste.",drink,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
593,190,9,44.5,5,28-8-22,1,47,0,Cosmopolitan,"his cocktail is made up of vodka, triple sec, cranberry juice, and freshly squeezed or sweetened lime juice.",drink,restaurant,Bernadines Cloud Kitchen,"35, Sholanke Akoka, Yaba, Lagos",0903 651 7676
594,805,2045,20.29,5,17-4-22,1,45,46,Ewa Riro (Stewed Beans),"Stewed beans is a staple in Nigerian homes. It is easy to make and super filling after eating it. It is usually served with garri, fresh bread, and fried plantain. As a one-pot meal, it requires less stress for cleaning up.",meal,restaurant,Lagoon Restaurant,"1C, Ozumba Mbadiwe Street, Victoria Island, Lagos, Nigeria","0805 555 5550, 0803 305 3536"
595,607,883,23.5,5,29-8-22,1,45,70,Gin and tonic,This is a a highball cocktail made with gin and tonic water poured over ice and garnished with a slice of lime,drink,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
596,895,3462,10.89,3,18-8-22,0,34,74,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,cafes,Godaïf Village,"Casa Asmarina, 26B Turnbull Rd, Ikoyi, Lagos, Nigeria",
597,277,2035,1.62,5,2-2-22,1,17,45,Yam Porridge with Plantains,This is simply yam porridge with ripe plantain added for a sweet note. It is another one-pot meal with incredible taste. This version is flavored with seasonings and garnished with spinach with dry fish stirred to deepen the native flavor.,meal,restaurant,Labamba Restaurant," 9, Oba Nle Aro Avenue,  Ilupeju, Lagos, Nigeria","0803 311 2093, 090 407 7928"
598,535,3058,18.3,5,23-1-22,1,37,45,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,restaurant,Labamba Restaurant," 9, Oba Nle Aro Avenue,  Ilupeju, Lagos, Nigeria","0803 311 2093, 090 407 7928"
599,492,1085,16.75,2,17-2-22,-1,28,81,fura da nono,It is made from fermented milk and ground millet grains and is thick but not as thick as yoghurt.,drink,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
600,356,693,14.64,2,23-4-22,-1,34,55,Cosmopolitan,"his cocktail is made up of vodka, triple sec, cranberry juice, and freshly squeezed or sweetened lime juice.",drink,restaurant,Marco-Polo Chinese Restaurant,"9A Karimu Kotun Street, Victoria Island, Lagos, Nigeria","01 270 0248, 01 444 8938"
601,580,1228,32.16,5,11-1-22,1,46,89,Whisky,"While brandy is generally made from grapes, that is, any distilled liquor made from fermented fruit juice is called brandy. Whiskey is made from grain, typically malted barley, corn, or other cereal grains, which is essentially brewed and fermented into beer.",drink,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
602,782,2849,2.5,2,12-7-22,-1,25,30,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,restaurant,Double Four Restaurant & Eatery,"2A, Saka Jojo Street, Victoria Island, Lagos, Nigeria",0709 800 7317
603,923,3488,38.14,5,8-1-22,1,63,75,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,cafes,Art Cafe," 282 Akin Olugbade St, Victoria Island, Lagos, Nigeria",
604,430,3381,37.35,2,1-12-22,-1,40,69,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,cafes,Eric Kayer,,
605,808,3248,20.94,5,5-12-22,1,36,60,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,restaurant,Pattaya Restaurant,"30 Adeola Hopewell, Victoria Island, Lagos State","0803 400 3755, 01 874 3696"
606,430,1184,16.76,1,20-4-22,-1,33,87,Zobo,"Zobo is made by boiling the hibiscus plant flower in water together with other ingredients such as ginger, garlic, pineapple and the rest of them you wish to add to your own taste.",drink,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
607,624,1235,25.38,5,28-11-22,1,38,0,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,restaurant,Bernadines Cloud Kitchen,"35, Sholanke Akoka, Yaba, Lagos",0903 651 7676
608,900,1191,22.61,2,11-4-22,-1,31,87,Kunnu Aya,"A milky drink made from Tiger nuts. You could also use rice as the base. Combine with spices, other syrups – zobo, tamarind etc",drink,cafes,Ouida Cafe,"3c Oba Dosumu St, Ikeja GRA, Lagos, Nigeria",
609,865,3485,46.78,2,15-5-22,-1,46,75,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,cafes,Art Cafe," 282 Akin Olugbade St, Victoria Island, Lagos, Nigeria",
610,530,2393,37.48,5,5-11-22,1,46,66,Yam Porridge with Plantains,This is simply yam porridge with ripe plantain added for a sweet note. It is another one-pot meal with incredible taste. This version is flavored with seasonings and garnished with spinach with dry fish stirred to deepen the native flavor.,meal,restaurant,"The Kitchen, Lekki","21, Oladimeji Alo Street, Off Freedom Way, Lekki Phase 1, Lagos",0906 999 9996
611,485,3707,9.58,5,6-1-22,1,22,88,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
612,681,1121,5.02,5,16-2-22,1,24,83,Soya Milk,"Soya Milk is a refreshing nutritious drink made from plant protein. It made from soya beans, and is also very delicious. Soy milk is rich in sodium, potassium, calcium and iron.",drink,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
613,335,1760,29.2,5,2-1-22,1,47,30,Chicken Stew,"How about a bowl of chicken cooked in a pot of pepper with aromatics and seasonings? This home-style stew bangs whenever served with white rice and spaghetti. Simple one-pot chicken stew is deep, exotic, and flavourful.",meal,restaurant,Double Four Restaurant & Eatery,"2A, Saka Jojo Street, Victoria Island, Lagos, Nigeria",0709 800 7317
614,930,1482,9.61,5,21-4-22,1,17,14,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,restaurant,Chadon Kitchen,"12/16, Tiamiyu Olushile Street, Mende, Maryland, Lagos, Nigeria","0802 341 2769, 0802 562 0712"
615,244,1277,22.07,4,29-12-22,1,32,2,Nigerian Egg Rolls,This filling snack features a boiled egg wrapped in a mass of flour dough and fried to form a ball-like shape. It is one of the street foods in Nigeria that gives you the satisfaction you want. Serve with cold juice at brunch or tea for breakfast.,meal,restaurant,Afi's Restaurant,"5 Olufemi Street, Surulere, Lagos, Nigeria",01 470 3044
616,414,1512,2.64,5,1-7-22,1,20,15,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,restaurant,Chardonnay Restaurant & Bar,"Napex Centre, 3 Walter Carrington Crescent, Victoria Island, Lagos, Nigeria","0803 322 6955, 0803 322 9701"
617,301,2137,13.69,2,22-8-22,-1,19,51,Akara – Black Eyed Peas Fritters,"Ever heard of the fried black-eyed peas fritters served in Nigerian homes on weekends with pap? The black-eyed pea is blended with pepper and fried to make an irresistible golden ball. It is a filling and delicious vegetarian-friendly meal that you should try. Pair with bread, garri (cassava flakes), or a bowl of salad.",meal,restaurant,Mama Cass Restaurants Limited,"4a Oyeleke Street, Off Kudirat Abiola Way, Oregun, Ikeja, Lagos, Nigeria","0807 229 2436, 0807 22 92447, 0807 229 2446"
618,61,3616,34.54,1,26-4-22,-1,50,83,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
619,716,3147,9.12,5,3-7-22,1,16,52,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,restaurant,Mama Kemi Restaurant,"Maryland Shopping Complex, Suite BE 1A, 360 I, Maryland, Lagos, Nigeria",0803 301 9943
620,665,2583,26.02,3,10-12-22,0,46,10,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,restaurant,Barcelos,"66, Isaac John Street, G.R.A, Ikeja, Lagos, Nigeria","08019 115 1760, 0809 555 4085"
621,202,2538,7.38,5,27-1-22,1,18,7,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,restaurant,Atlantic Bar & Restaurant,"14B Adeola Hopewell Street, Victoria Island, Lagos, Nigeria","0802 327 1564, 01 261 0584"
622,854,1062,35.56,1,26-11-22,-1,58,80,Pineapple Drink,"Made with the normally discarded bits of pineapple – the skin and core, this has a distinct, clear pineapple flavour. Spice with cloves, ginger and other aromatics.",drink,cafes,Stories Lagos,,
623,686,3636,16.92,3,13-2-22,0,28,84,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
624,460,3551,13.48,1,3-2-22,-1,20,79,Plantain Puff Puff,"meal_description    While making this version of puff puff, we add plantain to give a unique taste. It is equally soft and sweet with a chewy texture. You can make this version if you want a different taste from the classic puff puff recipe.",snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
625,468,1756,15.9,5,7-2-22,1,24,29,Grilled fish,"This is a mode of preserving fish by smoking or drying the fish. The smoked or grilled fish becomes a flavourful addition to any of your food. It infuses a unique smoky flavor that changes the entire taste of your meal. Normally, you can find this in the African market, but you can make your own at home.",meal,restaurant,Demmies Delight,"254, Agege Motor Road, Mushin, Lagos, Nigeria",0802 208 3653
626,635,2382,32.78,3,5-1-22,0,48,65,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
627,77,2571,1.46,5,21-6-22,1,17,9,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,restaurant,Bangkok Restaurant,"Plot 244A, Muri Okunntola Street, Victoria Island, Lagos, Nigeria","0803 307 7666, 0706 217 3888"
628,779,1131,19.0,5,25-1-22,1,26,84,Zobo,"Zobo is made by boiling the hibiscus plant flower in water together with other ingredients such as ginger, garlic, pineapple and the rest of them you wish to add to your own taste.",drink,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
629,254,1133,24.02,5,29-7-22,1,27,84,Pina Colada,"The pina colada is the national drink of Puerto Rico and is a sweet cocktail mixing rum, coconut cream or coconut milk, and pineapple juice, and is usually served either blended or shaken with ice",drink,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
630,247,3411,4.56,1,30-8-22,-1,17,71,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
631,287,2315,15.5,5,20-8-22,1,40,61,Stick Meat,Everyone loves fried beef. Indulge yourself with addictive chunks of fried meat arranged on sticks with bell peppers. It is a regular starter at parties and a colorful Nigerian snack.,meal,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
632,557,3298,21.84,5,24-4-22,1,31,63, Doughnuts,"Doughnuts, with their delightful round shape and irresistible glazes, have captured the hearts of Nigerians with their sweet allure. These deep-fried treats are made from a yeast-based dough, typically flavored with nutmeg and often coated in a sugary glaze or sprinkled with powdered sugar.",snacks,restaurant,Rehoboth Delicious,"13, Deji Olamiji, Gbagada, Kosofe, Lagos, Nigeria","0809 156 0927, 0802 315 7707"
633,194,89,18.29,1,21-4-22,-1,33,7,fura da nono,It is made from fermented milk and ground millet grains and is thick but not as thick as yoghurt.,drink,restaurant,Atlantic Bar & Restaurant,"14B Adeola Hopewell Street, Victoria Island, Lagos, Nigeria","0802 327 1564, 01 261 0584"
634,685,2815,29.79,5,13-5-22,1,51,27,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,restaurant,Darling - Ro Restaurant,"1 Massey Street, Lagos Island, Lagos, Nigeria",01 263 1414
635,943,609,22.59,3,26-7-22,0,44,48,Margarita,"A citrusy cocktail, the margarita combines a mix of tequila, triple sec and lime or lemon juice, often served with salt on the rim of the glass.",drink,restaurant,Les Amis Restaurant,"160 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 0697
636,855,964,21.91,2,19-12-22,-1,38,74,fura da nono,It is made from fermented milk and ground millet grains and is thick but not as thick as yoghurt.,drink,cafes,Godaïf Village,"Casa Asmarina, 26B Turnbull Rd, Ikoyi, Lagos, Nigeria",
637,268,1512,40.79,4,8-4-22,1,47,15,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,restaurant,Chardonnay Restaurant & Bar,"Napex Centre, 3 Walter Carrington Crescent, Victoria Island, Lagos, Nigeria","0803 322 6955, 0803 322 9701"
638,761,2838,24.49,3,27-12-22,0,37,29,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,restaurant,Demmies Delight,"254, Agege Motor Road, Mushin, Lagos, Nigeria",0802 208 3653
639,494,3439,39.4,5,25-12-22,1,45,73,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
640,430,2070,25.76,5,16-3-22,1,53,47,Beef Stew,"This stew consists of tenderly cooked beef soaked in a delicious broth. Furthermore, this pot of red stew is nutritious and rich. You can serve it with bread, white rice, couscous and so on.",meal,restaurant,Le Rendezvous Restaurant,"Olatunji House, 299 Ikorodu Road, Maryland, Lagos, Nigeria",01 496 2179
