order_id,customer_id,product_id,distance,product_rating,date,review,time_taken
2578,155,1566,2.69,5,25-1-22,1,15
2579,884,1881,25.55,4,10-2-22,1,38
2580,907,1849,11.31,4,23-2-22,1,29
2581,522,1147,24.9,2,18-5-22,-1,37
2582,224,2189,28.09,2,19-1-22,-1,39
2583,260,1020,13.66,2,25-1-22,-1,23
2584,29,2632,15.06,5,12-5-22,1,38
2585,514,998,16.6,5,3-1-22,1,22
2586,278,2117,7.76,5,14-1-22,1,23
2587,556,3394,6.14,2,1-4-22,-1,21
2588,363,3398,33.71,4,22-9-22,1,48
2589,654,3517,17.47,2,6-5-22,-1,32
2590,601,1343,36.56,3,29-1-22,0,43
2591,263,2646,37.13,4,10-2-22,1,64
2592,516,910,4.94,2,7-11-22,-1,24
2593,737,2026,8.8,5,11-5-22,1,19
2594,284,3147,36.01,5,17-10-22,1,51
2595,672,3397,9.94,4,17-5-22,1,24
2596,899,726,5.26,3,8-1-22,0,28
2597,78,2675,1.94,5,19-2-22,1,23
2598,807,1911,4.62,5,14-8-22,1,20
2599,596,2692,27.31,5,26-2-22,1,36
2600,190,1707,26.55,3,25-2-22,0,37
2601,107,2346,33.2,4,25-5-22,1,48
2602,582,3632,46.68,1,28-5-22,-1,70
2603,893,1869,28.42,2,23-12-22,-1,37
2604,71,3401,21.82,3,5-7-22,0,40
2605,728,987,41.96,3,18-11-22,0,55
2606,350,1935,3.26,5,1-1-22,1,24
2607,616,1709,23.02,2,27-12-22,-1,34
2608,600,3680,5.77,1,20-4-22,-1,14
2609,322,2503,20.48,1,25-3-22,-1,42
2610,473,973,22.54,3,24-11-22,0,38
2611,828,2557,26.37,3,28-12-22,0,51
2612,438,155,2.47,5,23-12-22,1,19
2613,385,2625,46.95,5,10-9-22,1,67
2614,110,2109,45.56,5,12-4-22,1,69
2615,409,1220,15.5,3,13-4-22,0,28
2616,372,3372,1.89,2,27-9-22,-1,24
2617,833,2982,6.9,5,18-11-22,1,29
2618,916,1851,18.01,4,4-2-22,1,26
2619,848,1989,4.33,1,2-4-22,-1,13
2620,914,3034,29.1,5,23-11-22,1,45
2621,652,1207,8.51,3,2-8-22,0,30
2622,698,1842,7.89,2,29-5-22,-1,16
2623,579,3476,7.14,4,15-8-22,1,24
2624,590,1361,7.42,2,14-12-22,-1,26
2625,665,1381,5.38,5,21-1-22,1,17
2626,800,3207,43.35,5,20-9-22,1,57
2627,263,1642,16.66,4,17-1-22,1,26
2628,600,1748,4.03,2,13-11-22,-1,12
2629,911,3094,40.81,3,3-2-22,0,62
2630,353,1189,7.72,5,17-2-22,1,25
2631,19,1766,44.9,5,25-6-22,1,44
2632,707,3701,5.07,5,22-8-22,1,24
2633,419,1164,27.78,5,30-11-22,1,32
2634,61,1508,2.62,2,2-12-22,-1,24
2635,639,1007,20.34,3,28-12-22,0,40
2636,345,893,24.69,5,11-3-22,1,41
2637,819,3079,25.36,4,26-5-22,1,41
2638,650,1902,21.96,2,20-2-22,-1,30
2639,370,3393,1.2,3,23-7-22,0,10
2640,771,3173,24.11,2,11-11-22,-1,39
2641,299,1387,39.34,5,21-5-22,1,46
2642,518,1160,14.0,4,29-11-22,1,35
2643,223,3033,26.71,3,3-10-22,0,43
2644,920,1150,26.85,5,30-12-22,1,55
2645,207,3299,11.77,4,5-7-22,1,24
2646,62,3462,27.92,3,19-2-22,0,46
2647,230,3583,37.47,5,11-5-22,1,59
2648,921,1575,35.34,3,31-3-22,0,58
2649,382,3446,7.92,5,10-1-22,1,27
2650,359,1272,45.87,5,14-7-22,1,56
2651,166,2821,21.06,5,17-6-22,1,27
2652,470,2783,3.96,3,22-5-22,0,21
2653,267,3231,36.05,5,20-4-22,1,46
2654,285,2976,3.43,3,3-11-22,0,16
2655,729,3654,29.19,1,24-6-22,-1,42
2656,220,1866,13.4,3,5-1-22,0,24
2657,218,2284,8.37,4,15-1-22,1,21
2658,954,2064,3.23,2,1-4-22,-1,17
2659,531,1205,13.17,3,4-3-22,0,28
2660,554,1629,2.52,3,3-1-22,0,19
2661,227,1389,11.12,5,24-12-22,1,23
2662,810,3682,3.06,5,28-5-22,1,19
2663,634,2783,22.28,2,21-12-22,-1,44
2664,835,1079,8.47,2,16-5-22,-1,27
2665,856,3098,34.98,4,27-10-22,1,43
2666,211,3552,23.65,5,18-2-22,1,31
2667,168,2936,17.09,5,27-2-22,1,24
2668,171,873,46.98,2,18-11-22,-1,59
2669,276,1985,42.9,2,19-1-22,-1,65
2670,376,3590,6.27,4,5-12-22,1,24
2671,285,3613,2.34,5,2-5-22,1,10
2672,264,3427,32.32,5,12-12-22,1,49
2673,288,3519,24.57,5,14-5-22,1,36
2674,715,3543,6.24,1,19-1-22,-1,18
2675,218,218,27.7,5,1-12-22,1,41
2676,724,921,35.11,3,30-4-22,0,53
2677,385,3067,27.97,2,17-8-22,-1,46
2678,250,933,7.13,4,26-1-22,1,16
2679,571,1198,28.5,5,9-1-22,1,48
2680,59,3497,34.75,5,4-2-22,1,48
2681,792,808,21.54,4,19-7-22,1,37
2682,244,1193,24.52,2,21-7-22,-1,35
2683,765,1097,9.09,1,11-6-22,-1,13
2684,254,1761,23.29,2,1-12-22,-1,27
2685,71,2114,44.35,5,14-4-22,1,54
2686,394,1670,40.08,4,13-1-22,1,42
2687,764,1647,14.87,2,13-1-22,-1,26
2688,458,1963,22.76,2,18-2-22,-1,39
2689,833,898,39.62,5,1-7-22,1,52
2690,634,2437,22.26,3,12-6-22,0,42
2691,792,1805,33.31,2,22-5-22,-1,35
2692,332,1314,3.78,3,28-12-22,0,25
2693,691,3406,1.43,5,7-1-22,1,22
2694,174,2906,16.17,3,19-5-22,0,22
2695,596,2869,3.72,2,7-7-22,-1,15
2696,459,3658,2.02,2,10-12-22,-1,23
2697,725,2366,26.2,3,17-4-22,0,52
2698,574,1696,16.08,5,7-11-22,1,30
2699,537,2374,21.01,2,25-7-22,-1,33
2700,547,2912,3.58,5,14-1-22,1,10
2701,466,3211,4.2,1,31-10-22,-1,10
2702,212,1879,33.23,2,15-6-22,-1,35
2703,886,1878,20.81,4,5-4-22,1,34
2704,512,1010,37.87,1,3-5-22,-1,56
2705,49,1410,23.72,4,12-1-22,1,29
2706,142,3128,28.63,3,18-3-22,0,55
2707,150,2246,35.57,3,18-2-22,0,43
2708,403,1999,9.69,2,19-7-22,-1,20
2709,867,1532,18.91,1,23-11-22,-1,36
2710,132,3532,44.42,5,22-1-22,1,49
2711,387,3368,28.85,5,14-7-22,1,34
2712,892,2894,16.04,5,18-9-22,1,35
2713,434,2190,18.85,4,10-4-22,1,40
2714,191,1380,40.25,3,28-12-22,0,42
2715,353,3695,27.61,2,10-6-22,-1,48
2716,337,1363,3.23,5,11-6-22,1,22
2717,188,429,21.97,2,9-4-22,-1,40
2718,560,2303,28.82,3,28-1-22,0,40
2719,169,1339,16.72,1,12-12-22,-1,39
2720,371,192,38.83,2,19-1-22,-1,53
2721,169,1461,8.11,3,17-11-22,0,20
2722,899,2633,1.1,5,1-11-22,1,17
2723,361,2529,10.21,3,3-5-22,0,26
2724,739,1588,20.14,5,12-4-22,1,43
2725,520,939,19.14,5,13-6-22,1,24
2726,724,1175,5.66,2,23-11-22,-1,24
2727,794,3412,4.55,5,23-11-22,1,17
2728,418,1629,35.12,1,3-1-22,-1,50
2729,505,3711,18.23,3,24-7-22,0,34
2730,492,1771,15.67,5,16-4-22,1,28
2731,0,1709,14.64,2,16-11-22,-1,28
2732,887,2364,1.03,5,23-1-22,1,18
2733,653,3117,34.96,4,12-12-22,1,50
2734,258,3272,8.76,1,21-1-22,-1,29
2735,382,2113,28.0,5,30-5-22,1,42
2736,773,2583,20.74,5,13-7-22,1,35
2737,726,1488,1.13,5,21-2-22,1,13
2738,727,136,18.15,5,5-12-22,1,26
2739,788,947,4.96,5,5-4-22,1,11
2740,420,3724,8.4,2,22-8-22,-1,15
2741,515,3375,9.56,1,17-5-22,-1,20
2742,797,2194,7.69,5,7-7-22,1,15
2743,391,3577,21.07,5,27-12-22,1,35
2744,763,3610,8.42,3,23-11-22,0,13
2745,393,2514,7.39,4,9-6-22,1,30
2746,487,723,22.23,4,28-1-22,1,43
2747,902,1180,42.43,3,5-1-22,0,64
2748,632,1764,13.73,2,20-11-22,-1,30
2749,165,3414,18.38,1,14-2-22,-1,23
2750,258,965,20.0,5,4-9-22,1,22
2751,374,851,19.61,2,15-11-22,-1,40
2752,98,2273,8.3,3,25-11-22,0,24
2753,357,1955,2.66,5,9-1-22,1,23
2754,606,1738,14.47,5,6-7-22,1,19
2755,237,1024,24.36,3,15-11-22,0,28
2756,943,1163,3.21,2,18-1-22,-1,14
2757,607,760,35.69,5,15-7-22,1,39
2758,901,1131,15.94,4,3-1-22,1,34
2759,423,2089,21.21,5,16-12-22,1,28
2760,90,2952,6.31,2,13-6-22,-1,29
2761,845,2215,24.06,5,16-1-22,1,33
2762,347,3534,10.28,3,2-9-22,0,20
2763,639,1142,16.74,5,22-10-22,1,28
2764,36,3522,17.5,5,2-2-22,1,36
2765,830,1001,22.8,5,22-6-22,1,39
2766,282,2974,8.63,5,2-12-22,1,25
2767,640,1444,7.43,4,23-2-22,1,24
2768,881,1299,5.52,2,27-8-22,-1,15
2769,6,1336,34.53,4,30-7-22,1,50
2770,362,2756,5.83,5,21-2-22,1,15
2771,136,3496,10.35,1,3-9-22,-1,24
2772,748,3648,41.37,5,7-5-22,1,68
2773,303,2275,38.1,2,26-11-22,-1,56
2774,362,2635,15.36,3,20-2-22,0,35
2775,83,2291,7.57,4,25-2-22,1,29
2776,425,1686,19.59,5,15-7-22,1,35
2777,559,3082,5.0,2,29-5-22,-1,17
2778,839,1411,14.4,5,14-12-22,1,24
2779,418,3424,9.24,5,28-8-22,1,17
2780,396,3663,20.41,5,2-1-22,1,35
2781,499,2488,35.36,5,14-12-22,1,58
2782,378,1627,14.0,3,6-7-22,0,20
2783,427,2739,1.55,5,1-1-22,1,15
2784,913,2918,9.11,2,28-11-22,-1,13
2785,573,1100,17.87,4,11-5-22,1,35
2786,506,2962,18.73,3,20-2-22,0,23
2787,843,2835,38.27,2,14-1-22,-1,39
2788,28,1692,37.1,2,21-2-22,-1,52
2789,714,1031,22.52,2,17-7-22,-1,40
2790,88,2087,46.96,2,22-5-22,-1,69
2791,335,2066,39.09,1,28-5-22,-1,62
2792,249,2895,7.66,3,23-10-22,0,15
2793,406,1495,25.95,3,4-1-22,0,39
2794,749,2691,9.38,3,21-8-22,0,30
2795,456,3648,9.63,3,16-12-22,0,26
2796,565,1619,5.86,5,7-2-22,1,13
2797,476,2441,1.86,5,9-5-22,1,14
2798,773,2898,28.07,3,25-7-22,0,32
2799,927,3213,17.86,1,17-2-22,-1,29
2800,475,2998,24.05,1,15-2-22,-1,42
2801,382,1483,18.7,5,31-5-22,1,30
2802,32,2329,20.86,4,23-12-22,1,41
2803,532,3306,16.91,5,5-7-22,1,34
2804,670,2596,20.22,5,24-12-22,1,44
2805,779,3397,23.6,5,20-7-22,1,32
2806,252,1424,28.59,3,17-7-22,0,47
2807,273,900,41.28,5,14-2-22,1,61
2808,748,2412,19.37,3,1-4-22,0,40
2809,298,3560,26.72,4,13-2-22,1,39
2810,902,1614,41.99,5,15-10-22,1,55
2811,765,3024,8.23,4,18-11-22,1,21
2812,487,3456,9.45,5,29-5-22,1,30
2813,791,1503,31.05,2,22-1-22,-1,45
2814,874,2614,28.91,3,29-5-22,0,39
2815,532,3590,14.2,5,22-4-22,1,24
2816,108,3377,17.31,4,18-10-22,1,27
2817,904,2253,37.73,5,19-8-22,1,53
2818,774,342,21.21,5,16-9-22,1,29
2819,713,3591,7.78,3,16-12-22,0,25
2820,128,1434,8.84,4,28-12-22,1,13
2821,951,2035,7.14,2,16-10-22,-1,16
2822,71,3633,16.87,1,7-12-22,-1,33
2823,429,1178,14.16,3,22-7-22,0,31
2824,191,2530,7.72,2,5-2-22,-1,20
2825,535,962,37.13,1,3-4-22,-1,51
2826,701,991,1.98,1,26-5-22,-1,19
2827,223,1963,1.18,3,8-5-22,0,13
2828,747,2023,23.77,2,27-5-22,-1,30
2829,300,643,6.12,5,18-7-22,1,18
2830,35,810,2.73,5,6-12-22,1,24
2831,207,3619,23.54,2,10-1-22,-1,28
2832,29,2361,15.88,3,4-5-22,0,40
2833,836,1191,46.63,5,31-1-22,1,55
2834,329,1031,29.28,5,10-2-22,1,38
2835,98,2165,5.29,4,26-2-22,1,27
2836,390,412,26.52,5,15-11-22,1,43
2837,718,901,6.41,4,18-12-22,1,22
2838,516,2255,36.58,5,21-11-22,1,55
2839,736,1136,1.71,1,2-6-22,-1,12
2840,641,2642,3.83,2,29-12-22,-1,22
2841,430,2867,27.63,5,27-11-22,1,45
2842,302,330,27.61,1,12-5-22,-1,31
2843,413,3057,7.76,5,17-11-22,1,15
2844,33,1953,19.86,5,4-1-22,1,24
2845,948,2624,5.92,2,19-2-22,-1,16
2846,735,1186,38.23,5,19-7-22,1,47
2847,747,2216,31.08,1,28-8-22,-1,38
2848,544,2187,8.0,5,25-12-22,1,30
2849,907,2172,41.99,4,17-12-22,1,69
2850,654,3500,25.43,4,23-4-22,1,35
2851,57,2350,7.69,2,31-7-22,-1,22
2852,24,1965,29.22,5,16-2-22,1,54
2853,905,1153,14.05,5,10-2-22,1,26
2854,782,1593,21.82,5,26-4-22,1,27
2855,825,902,37.66,5,26-1-22,1,62
2856,762,2084,28.41,5,23-12-22,1,44
2857,405,901,38.69,5,18-7-22,1,53
2858,668,1658,11.84,3,5-7-22,0,23
2859,593,2364,38.32,2,13-6-22,-1,51
2860,193,1084,24.98,5,17-7-22,1,42
2861,103,2188,11.46,4,30-11-22,1,27
2862,773,2829,42.62,5,5-6-22,1,56
2863,386,3025,10.1,3,25-4-22,0,24
2864,39,1128,31.93,5,9-4-22,1,55
2865,484,1650,27.24,5,4-10-22,1,45
2866,663,1228,4.16,2,11-9-22,-1,24
2867,4,1157,29.25,3,7-12-22,0,41
2868,149,2187,33.48,4,15-4-22,1,51
2869,588,932,14.47,2,18-11-22,-1,26
2870,829,3660,32.35,5,18-5-22,1,56
2871,823,2218,20.06,1,16-2-22,-1,35
2872,149,914,6.05,2,7-2-22,-1,16
2873,412,3682,24.19,2,28-12-22,-1,44
2874,512,3628,43.14,3,2-7-22,0,56
2875,301,2164,26.02,2,7-9-22,-1,52
2876,603,1135,21.81,5,30-5-22,1,35
2877,47,2174,7.87,5,16-12-22,1,24
2878,698,2000,18.61,1,29-7-22,-1,39
2879,364,1533,29.92,2,1-7-22,-1,45
2880,370,2913,3.52,1,26-7-22,-1,12
2881,14,1004,17.24,5,8-12-22,1,38
2882,354,2869,18.87,3,16-11-22,0,30
2883,346,3734,8.24,3,27-7-22,0,25
2884,716,352,11.85,5,3-7-22,1,35
2885,423,1473,17.0,3,26-5-22,0,24
2886,863,1114,19.5,2,11-7-22,-1,23
2887,603,748,25.98,2,15-4-22,-1,39
2888,419,1822,23.53,5,1-2-22,1,35
2889,292,955,10.37,2,2-2-22,-1,23
2890,351,1351,38.3,5,19-2-22,1,54
2891,843,1059,13.76,1,1-2-22,-1,28
2892,843,2668,18.36,5,3-5-22,1,24
2893,511,1359,29.23,4,27-5-22,1,31
2894,373,1282,25.72,2,12-1-22,-1,38
2895,487,559,45.59,3,22-11-22,0,63
2896,853,2377,14.47,5,3-11-22,1,28
2897,946,1381,16.34,5,26-9-22,1,25
2898,271,237,14.15,2,2-11-22,-1,28
2899,236,3659,8.32,5,4-5-22,1,18
2900,436,2928,3.65,5,19-2-22,1,24
2901,581,1002,29.35,5,11-6-22,1,34
2902,461,2373,43.78,5,3-12-22,1,69
2903,764,1546,17.13,5,19-7-22,1,22
2904,457,3110,32.45,2,16-11-22,-1,35
2905,145,732,14.48,4,11-5-22,1,30
2906,760,1205,2.12,3,13-12-22,0,17
2907,532,1481,22.33,5,28-5-22,1,40
2908,466,3104,25.17,2,26-4-22,-1,33
2909,531,3444,7.53,4,16-2-22,1,22
2910,76,3157,4.57,2,26-12-22,-1,23
2911,130,1483,46.07,1,5-7-22,-1,56
2912,95,1462,21.55,2,3-4-22,-1,42
2913,212,2333,9.81,3,11-6-22,0,21
2914,127,2210,10.89,2,7-10-22,-1,27
2915,133,928,18.06,3,9-5-22,0,33
2916,467,2442,7.85,5,15-4-22,1,14
2917,806,1290,20.64,5,7-2-22,1,28
2918,780,2679,19.99,4,16-7-22,1,40
2919,857,3219,37.87,2,26-1-22,-1,54
2920,808,703,21.45,3,18-12-22,0,38
2921,619,2683,19.27,5,30-11-22,1,38
2922,265,2243,23.56,3,19-2-22,0,30
2923,412,3725,23.93,5,15-5-22,1,43
2924,218,659,46.63,5,23-2-22,1,57
2925,524,3423,32.86,2,4-1-22,-1,46
2926,315,1742,29.04,2,22-2-22,-1,39
2927,635,2173,17.77,5,14-9-22,1,38
2928,740,3441,44.21,5,21-8-22,1,46
2929,411,3444,28.32,5,5-1-22,1,43
2930,755,3398,3.22,5,14-12-22,1,25
2931,631,2978,42.41,1,5-12-22,-1,54
2932,847,3574,25.98,5,4-11-22,1,30
2933,890,3705,9.62,4,8-1-22,1,29
2934,168,1538,26.97,2,10-12-22,-1,39
2935,17,537,20.25,2,28-8-22,-1,31
2936,681,2982,21.66,3,19-1-22,0,39
2937,892,1048,11.15,1,1-11-22,-1,22
2938,115,1009,9.92,2,5-4-22,-1,15
2939,649,3471,29.47,5,1-10-22,1,43
2940,408,2509,8.91,2,17-12-22,-1,13
2941,750,1224,1.09,5,16-7-22,1,15
2942,575,2091,23.96,3,25-5-22,0,44
2943,351,1939,31.18,4,29-11-22,1,56
2944,249,3439,8.99,2,25-2-22,-1,22
2945,914,2357,40.18,5,21-5-22,1,61
2946,657,1723,22.48,5,20-6-22,1,40
2947,660,1199,13.65,3,10-11-22,0,32
2948,510,3285,20.93,2,23-4-22,-1,28
2949,866,1262,25.0,1,25-2-22,-1,28
2950,812,2213,5.94,4,17-6-22,1,15
2951,907,2235,6.34,4,28-4-22,1,30
2952,211,2409,14.96,5,28-12-22,1,34
2953,565,1077,46.7,5,9-7-22,1,60
2954,623,1723,1.21,2,28-5-22,-1,24
2955,315,3607,36.71,4,29-9-22,1,45
2956,496,3491,21.04,5,5-5-22,1,38
2957,805,1278,21.8,5,11-1-22,1,27
2958,506,3386,7.64,2,8-2-22,-1,13
2959,112,1568,28.25,5,23-10-22,1,39
2960,265,1486,15.98,2,11-7-22,-1,22
2961,680,3543,16.64,3,15-8-22,0,36
2962,954,3237,28.39,5,28-2-22,1,35
2963,143,1707,25.65,5,21-8-22,1,39
2964,89,1868,4.13,2,22-2-22,-1,13
2965,869,1631,3.81,1,13-2-22,-1,16
2966,223,1850,36.79,2,2-12-22,-1,45
2967,27,2797,26.59,5,27-9-22,1,33
2968,490,3338,26.68,3,12-11-22,0,30
2969,513,1048,11.62,2,4-11-22,-1,30
2970,951,1195,24.15,5,23-5-22,1,40
2971,627,1390,11.58,5,18-7-22,1,23
2972,539,1130,5.2,5,13-5-22,1,21
2973,917,1194,5.1,3,27-9-22,0,25
2974,167,2226,15.72,2,19-12-22,-1,35
2975,922,1839,16.49,2,9-1-22,-1,30
2976,77,2895,6.96,5,10-3-22,1,20
2977,609,3580,11.71,2,28-2-22,-1,35
2978,789,1665,24.16,2,7-1-22,-1,31
2979,531,2368,19.57,2,27-8-22,-1,33
2980,380,1936,27.69,3,19-4-22,0,51
2981,710,3212,3.82,2,20-4-22,-1,11
2982,302,2009,17.96,2,9-1-22,-1,22
2983,770,1030,23.5,4,30-1-22,1,30
2984,735,3066,18.55,2,17-11-22,-1,26
2985,539,2793,29.41,4,28-12-22,1,50
2986,627,1878,15.52,1,18-10-22,-1,39
2987,136,1730,23.91,5,2-2-22,1,38
2988,782,2494,21.43,2,9-7-22,-1,34
2989,196,1890,19.72,1,27-2-22,-1,37
2990,464,3622,6.8,2,28-12-22,-1,24
2991,841,3488,7.49,4,19-1-22,1,25
2992,932,1478,7.89,1,15-1-22,-1,16
2993,19,1594,21.43,2,17-12-22,-1,43
2994,609,3454,3.2,1,25-11-22,-1,13
2995,941,3098,15.18,3,16-8-22,0,34
2996,145,73,38.1,5,13-12-22,1,39
2997,496,1167,41.16,1,5-12-22,-1,44
2998,509,3367,4.46,2,21-11-22,-1,22
2999,515,2589,5.47,1,28-5-22,-1,29
3000,841,112,10.93,5,14-7-22,1,25
3001,528,1496,23.05,5,6-7-22,1,29
3002,38,288,29.27,1,3-4-22,-1,45
3003,90,3580,22.98,3,11-11-22,0,30
3004,29,1950,32.09,5,12-9-22,1,35
3005,446,2886,20.3,5,24-1-22,1,30
3006,769,1125,27.12,3,3-2-22,0,38
3007,546,3555,19.94,3,18-7-22,0,32
3008,5,3662,33.84,3,2-12-22,0,36
3009,195,3414,15.11,5,20-8-22,1,26
3010,692,1515,27.41,3,19-1-22,0,39
3011,407,1105,19.63,5,17-10-22,1,35
3012,545,3518,14.23,4,17-2-22,1,20
3013,504,2836,29.51,3,11-10-22,0,42
3014,337,1289,1.18,3,30-1-22,0,22
3015,58,3589,5.52,5,13-5-22,1,26
3016,381,3495,3.59,3,2-4-22,0,22
3017,916,1173,16.3,2,15-11-22,-1,30
3018,373,3173,37.55,5,15-6-22,1,63
3019,266,2815,3.92,5,7-8-22,1,15
3020,886,3421,8.78,5,27-1-22,1,29
3021,256,207,17.82,5,27-5-22,1,22
3022,196,2981,20.35,5,9-5-22,1,44
3023,945,3146,20.6,5,28-8-22,1,36
3024,420,24,29.49,4,10-7-22,1,44
3025,586,760,18.69,1,6-4-22,-1,29
3026,210,2873,9.55,5,22-3-22,1,21
3027,454,995,32.22,2,29-11-22,-1,44
3028,128,2316,3.92,5,4-12-22,1,19
3029,102,1560,42.49,2,6-4-22,-1,61
3030,486,3695,28.79,1,18-5-22,-1,36
3031,502,3399,11.45,5,7-7-22,1,27
3032,201,109,32.5,5,26-5-22,1,49
3033,182,3284,19.4,5,24-7-22,1,23
3034,151,1342,14.49,4,27-2-22,1,19
3035,493,3420,40.19,1,18-2-22,-1,58
3036,489,720,7.09,3,21-12-22,0,23
3037,638,2033,9.76,2,10-12-22,-1,13
3038,897,1773,34.49,2,10-7-22,-1,36
3039,11,3257,18.18,3,23-2-22,0,31
3040,146,984,46.47,5,9-2-22,1,43
3041,774,1827,28.97,5,18-1-22,1,50
3042,199,2644,9.8,5,22-6-22,1,21
3043,74,1203,46.7,2,24-12-22,-1,61
3044,349,2311,37.82,5,6-4-22,1,45
3045,209,1004,16.89,3,6-10-22,0,38
3046,741,2395,5.33,2,2-5-22,-1,20
3047,521,3651,4.26,5,10-2-22,1,13
3048,597,26,46.23,4,25-10-22,1,54
3049,628,3063,7.19,5,13-3-22,1,13
3050,818,2611,1.77,3,3-11-22,0,20
3051,543,1084,17.69,5,15-8-22,1,39
3052,589,1535,20.17,2,8-6-22,-1,34
3053,779,1028,11.9,5,11-12-22,1,32
3054,609,2366,35.33,5,25-7-22,1,62
3055,635,1320,3.84,5,2-2-22,1,19
3056,936,3298,9.81,4,30-4-22,1,15
3057,842,1920,17.4,5,22-3-22,1,26
3058,185,900,19.4,3,24-1-22,0,23
3059,133,2641,13.59,4,17-1-22,1,26
3060,858,2427,11.08,2,22-8-22,-1,22
3061,498,2531,38.44,5,18-3-22,1,40
3062,902,3608,10.89,3,21-10-22,0,27
3063,386,1575,22.8,2,29-12-22,-1,42
3064,681,1037,18.21,3,1-1-22,0,31
3065,900,3677,36.72,2,10-12-22,-1,55
3066,449,3631,24.01,5,27-12-22,1,29
3067,474,3080,43.6,1,6-7-22,-1,47
3068,893,1152,5.07,3,14-4-22,0,16
3069,195,1227,44.02,3,13-5-22,0,69
3070,411,1095,13.39,3,29-7-22,0,27
3071,249,3336,13.75,3,23-5-22,0,20
3072,787,1214,24.09,2,1-4-22,-1,31
3073,323,255,33.24,2,20-2-22,-1,46
3074,173,1196,3.76,5,17-12-22,1,10
3075,312,2925,1.7,5,21-12-22,1,19
3076,723,1938,7.19,3,15-1-22,0,28
3077,291,3429,20.16,5,22-1-22,1,39
3078,347,887,15.13,2,3-4-22,-1,28
3079,398,3677,8.34,5,22-7-22,1,19
3080,712,3035,24.76,5,3-7-22,1,36
3081,546,438,17.93,5,21-5-22,1,28
3082,678,2352,11.76,5,2-7-22,1,22
3083,949,59,6.16,3,16-3-22,0,30
3084,373,3101,11.49,2,8-7-22,-1,27
3085,719,2687,5.76,3,9-2-22,0,16
3086,101,1207,34.2,3,18-11-22,0,49
3087,837,2281,18.28,4,26-1-22,1,33
3088,548,3495,3.12,5,19-3-22,1,25
3089,734,3515,20.17,3,5-7-22,0,31
3090,33,1023,18.42,2,22-11-22,-1,29
3091,913,3195,4.96,5,16-12-22,1,16
3092,274,937,46.64,5,20-2-22,1,66
3093,413,2060,2.83,5,25-7-22,1,14
3094,680,2293,33.41,5,10-1-22,1,53
3095,220,1936,1.82,3,13-6-22,0,18
3096,1,1438,29.33,5,15-1-22,1,34
3097,465,409,7.09,5,13-5-22,1,22
3098,36,1929,28.41,2,27-2-22,-1,30
3099,47,2418,2.87,3,18-5-22,0,12
3100,533,1018,6.24,2,15-9-22,-1,22
3101,768,870,19.04,2,14-9-22,-1,38
3102,278,3654,4.54,4,17-11-22,1,22
3103,822,3235,27.69,3,30-1-22,0,36
3104,365,2341,23.85,3,2-1-22,0,33
3105,379,3415,14.3,5,9-6-22,1,22
3106,593,1199,2.47,5,30-7-22,1,13
3107,236,1407,21.81,2,20-1-22,-1,43
3108,933,1505,24.54,3,5-12-22,0,27
3109,232,1196,14.46,1,8-12-22,-1,32
3110,313,1047,0.92,3,15-4-22,0,10
3111,464,2792,35.58,3,1-12-22,0,53
3112,431,1047,28.1,3,24-1-22,0,55
3113,293,3073,21.33,5,30-11-22,1,27
3114,387,1358,8.18,4,22-11-22,1,24
3115,425,1007,15.87,5,6-8-22,1,27
3116,499,3428,14.68,2,26-1-22,-1,22
3117,310,2393,6.83,4,5-10-22,1,28
3118,769,880,2.81,4,10-12-22,1,19
3119,693,2259,1.42,4,18-12-22,1,24
3120,223,3687,9.63,2,28-11-22,-1,16
3121,360,160,22.92,5,8-12-22,1,35
3122,81,3081,23.66,5,9-12-22,1,45
3123,389,2392,27.05,2,14-1-22,-1,53
3124,701,1703,10.09,5,21-11-22,1,26
3125,560,3705,28.45,5,29-1-22,1,31
3126,546,2254,11.39,3,18-11-22,0,25
3127,725,930,21.52,5,16-6-22,1,37
3128,413,3007,8.93,1,12-1-22,-1,25
3129,76,1848,25.72,3,24-8-22,0,53
3130,834,706,18.97,5,1-9-22,1,28
3131,706,964,46.13,2,3-4-22,-1,65
3132,76,2716,6.03,4,15-9-22,1,26
3133,157,2766,36.52,5,31-3-22,1,46
3134,524,3059,7.08,5,22-6-22,1,28
3135,554,3003,16.03,1,26-4-22,-1,34
3136,449,2394,23.43,5,2-12-22,1,43
3137,821,1489,27.04,5,10-8-22,1,34
3138,549,3680,14.26,3,9-1-22,0,19
3139,634,2009,10.03,2,15-5-22,-1,19
3140,40,3438,41.43,2,2-1-22,-1,65
3141,221,1515,26.88,5,14-9-22,1,35
3142,137,3703,20.07,3,17-5-22,0,32
3143,716,3059,9.56,3,22-7-22,0,14
3144,285,3397,14.53,4,4-2-22,1,21
3145,405,912,6.31,5,30-6-22,1,24
3146,275,2234,14.89,5,15-5-22,1,35
3147,19,3401,23.29,1,11-6-22,-1,36
3148,840,3184,24.46,4,17-11-22,1,28
3149,354,2150,19.19,5,11-5-22,1,32
3150,139,3284,26.72,2,2-2-22,-1,54
3151,204,3534,31.81,1,25-5-22,-1,45
3152,492,952,21.88,5,11-2-22,1,43
3153,561,1924,18.5,3,24-4-22,0,27
3154,224,2993,23.03,5,14-7-22,1,38
